provider_id,servicos_comp,custo_comp,avaliacao_comp,score
6125840,14,0.2777777777777778,4,1.0
6053289,15,0.25,3,0.9980372914622178
6228925,15,0.2222222222222222,3,0.9960745829244355
5439760,14,0.18518518518518517,4,0.993457638207393
9849238,13,0.13043478260869565,5,0.9895891112343729
822639,15,0.11538461538461539,3,0.988525703932966
9171762,14,0.07407407407407407,4,0.9856068040562642
4002601,14,0.3333333333333333,3,0.9332679097154071
9773053,14,0.3333333333333333,3,0.9332679097154071
9700803,13,0.3076923076923077,4,0.9314561787574545
2950545,15,0.2727272727272727,2,0.9289856365420643
5971683,13,0.25,4,0.9273797841020608
5668891,13,0.23809523809523808,4,0.926538623300154
3920011,13,0.19047619047619047,4,0.9231739800925276
6221173,13,0.18181818181818182,4,0.9225622267820501
633496,14,0.17857142857142858,3,0.9223328192906208
7793685,14,0.16,3,0.9210206084396466
7272642,14,0.15789473684210525,3,0.9208718557925728
4063082,14,0.14285714285714285,3,0.919809336884901
7323425,14,0.14285714285714285,3,0.919809336884901
3736636,12,0.14285714285714285,5,0.919809336884901
6339352,14,0.1111111111111111,3,0.91756624141315
6229778,15,0.0967741935483871,2,0.91655323055494
2355043,13,0.5,3,0.8743866535819431
6594808,14,0.36363636363636365,2,0.8647515389419216
981060,14,0.35714285714285715,2,0.8642927239590634
7418590,14,0.3333333333333333,2,0.8626104023552501
7125429,14,0.2777777777777778,2,0.8586849852796861
7150199,14,0.26666666666666666,2,0.857899901864573
9556710,15,0.2631578947368421,1,0.8576519807861165
9312188,14,0.2631578947368421,2,0.8576519807861165
7943350,14,0.25,2,0.8567222767419038
6989098,14,0.25,2,0.8567222767419038
6516041,13,0.25,3,0.8567222767419038
9868259,14,0.25,2,0.8567222767419038
9832483,13,0.25,3,0.8567222767419038
5567726,13,0.23076923076923078,3,0.8553634785234392
2846276,12,0.23076923076923078,4,0.8553634785234392
9837159,13,0.2222222222222222,3,0.8547595682041216
6756255,13,0.2222222222222222,3,0.8547595682041216
2547996,13,0.21428571428571427,3,0.854198794336184
6486843,12,0.21428571428571427,4,0.854198794336184
6622089,13,0.21052631578947367,3,0.8539331646092658
6135803,14,0.21052631578947367,2,0.8539331646092658
3978788,12,0.2,4,0.8531894013738959
3189163,14,0.2,2,0.8531894013738959
6520286,12,0.19230769230769232,4,0.8526458820865102
260789,12,0.19047619047619047,4,0.8525164727323706
7998228,14,0.19047619047619047,2,0.8525164727323706
2708361,13,0.19047619047619047,3,0.8525164727323706
794546,13,0.19047619047619047,3,0.8525164727323706
9676848,14,0.18181818181818182,2,0.8519047194218932
6704085,14,0.18181818181818182,2,0.8519047194218932
7640013,14,0.17647058823529413,2,0.851526871788951
210439,12,0.17647058823529413,4,0.851526871788951
9901116,15,0.17647058823529413,1,0.851526871788951
2688212,14,0.16666666666666666,2,0.8508341511285575
9628916,14,0.16666666666666666,2,0.8508341511285575
9247815,14,0.16666666666666666,2,0.8508341511285575
6601146,14,0.16129032258064516,2,0.8504542720567285
7409737,12,0.16,4,0.8503631010794896
9277978,14,0.16,2,0.8503631010794896
304514,14,0.16,2,0.8503631010794896
2358719,12,0.15384615384615385,4,0.8499282856495809
2746271,14,0.15384615384615385,2,0.8499282856495809
6914705,13,0.15384615384615385,3,0.8499282856495809
998842,13,0.14814814814814814,3,0.849525678770036
2596377,14,0.14285714285714285,2,0.849151829524744
7302339,12,0.14285714285714285,4,0.849151829524744
2950456,15,0.14285714285714285,1,0.849151829524744
9553266,14,0.13636363636363635,2,0.8486930145418861
786985,12,0.13636363636363635,4,0.8486930145418861
6397182,13,0.13333333333333333,3,0.8484789008832188
5341671,14,0.125,2,0.8478900883218841
921874,14,0.1111111111111111,2,0.846908734052993
5472210,14,0.1111111111111111,2,0.846908734052993
2322331,14,0.1111111111111111,2,0.846908734052993
3373177,14,0.10526315789473684,2,0.8464955322555652
4049799,14,0.10526315789473684,2,0.8464955322555652
6843239,13,0.10344827586206896,3,0.846367297214984
3293262,12,0.1,4,0.8461236506378804
9218793,13,0.09523809523809523,3,0.8457871863171176
9894128,13,0.08695652173913043,3,0.8452020309766606
7107447,12,0.06666666666666667,4,0.8437684003925416
5054834,11,0.5,4,0.8037291462217859
7061528,14,0.42857142857142855,1,0.7986821814103462
5496950,12,0.4,3,0.7966633954857703
7948247,13,0.3333333333333333,2,0.7919528949950931
805017,11,0.3,4,0.7895976447497546
5229618,13,0.2857142857142857,2,0.7885882517874667
5598370,12,0.2857142857142857,3,0.7885882517874667
832537,13,0.2727272727272727,2,0.7876706218217504
815233,11,0.2631578947368421,4,0.7869944734259593
6326137,11,0.2631578947368421,4,0.7869944734259593
3654044,12,0.25,3,0.7860647693817469
832189,12,0.25,3,0.7860647693817469
9047522,13,0.25,2,0.7860647693817469
7173946,12,0.25,3,0.7860647693817469
6200559,12,0.23076923076923078,3,0.7847059711632822
148245,12,0.2222222222222222,3,0.7841020608439646
3035042,12,0.2222222222222222,3,0.7841020608439646
6856098,14,0.2222222222222222,1,0.7841020608439646
3072398,12,0.2222222222222222,3,0.7841020608439646
70904,13,0.21428571428571427,2,0.7835412869760268
4106989,14,0.21428571428571427,1,0.7835412869760268
9592687,14,0.21052631578947367,1,0.7832756572491091
204234,12,0.20833333333333334,3,0.7831207065750736
9053859,13,0.2,2,0.7825318940137389
5383382,12,0.2,3,0.7825318940137389
9911316,13,0.2,2,0.7825318940137389
9133968,11,0.2,4,0.7825318940137389
9892931,12,0.2,3,0.7825318940137389
3291936,12,0.2,3,0.7825318940137389
9496319,10,0.19047619047619047,5,0.7818589653722137
9557377,13,0.1875,2,0.7816486751717369
605808,13,0.17647058823529413,2,0.7808693644287941
6165354,14,0.17647058823529413,1,0.7808693644287941
3305392,12,0.17647058823529413,3,0.7808693644287941
6483100,13,0.16666666666666666,2,0.7801766437684003
901768,12,0.16666666666666666,3,0.7801766437684003
7785356,13,0.15789473684210525,2,0.7795568410722586
4047273,13,0.15789473684210525,2,0.7795568410722586
6263259,13,0.15384615384615385,2,0.7792707782894239
3567354,11,0.14814814814814814,4,0.7788681714098791
9809546,14,0.14285714285714285,1,0.778494322164587
7051697,13,0.13636363636363635,2,0.7780355071817289
4039106,14,0.13333333333333333,1,0.7778213935230618
9318682,12,0.125,3,0.7772325809617271
2742691,13,0.125,2,0.7772325809617271
7790996,12,0.125,3,0.7772325809617271
3794318,12,0.11764705882352941,3,0.7767130404664317
9105042,13,0.10714285714285714,2,0.7759708397588672
106992,12,0.09523809523809523,3,0.7751296789569606
9833773,13,0.09090909090909091,2,0.7748238023017218
7615418,11,0.08695652173913043,4,0.7745445236165038
106690,13,0.08333333333333333,2,0.7742885181550541
4136829,12,0.08,3,0.77405299313052
4111923,10,1.0,4,0.7684003925417076
7123353,11,0.0,4,0.7684003925417076
7152434,10,0.6666666666666666,4,0.7448478900883218
7603797,12,0.6,2,0.7401373895976446
9276807,12,0.5,2,0.733071638861629
9679014,12,0.4,2,0.7260058881256133
9051295,11,0.4,3,0.7260058881256133
971871,12,0.375,2,0.7242394504416094
678414,12,0.3333333333333333,2,0.7212953876349362
6742432,10,0.3333333333333333,4,0.7212953876349362
9552472,10,0.3125,4,0.7198233562315997
3606988,11,0.3076923076923077,3,0.7194836566769836
702811,11,0.3,3,0.7189401373895976
486485,12,0.29411764705882354,2,0.7185245049933615
4005309,13,0.2857142857142857,1,0.7179307444273098
678589,10,0.2857142857142857,4,0.7179307444273098
6408850,10,0.25,4,0.7154072620215897
6579078,10,0.25,4,0.7154072620215897
4178637,12,0.25,2,0.7154072620215897
6113737,12,0.25,2,0.7154072620215897
7882327,12,0.25,2,0.7154072620215897
3856771,10,0.25,4,0.7154072620215897
5479959,12,0.23809523809523808,2,0.7145661012196831
118621,13,0.23529411764705882,1,0.7143681810309992
7596871,12,0.23529411764705882,2,0.7143681810309992
7855249,12,0.23529411764705882,2,0.7143681810309992
6638325,13,0.23529411764705882,1,0.7143681810309992
7595131,13,0.23076923076923078,1,0.714048463803125
3360768,12,0.23076923076923078,2,0.714048463803125
3883469,12,0.22727272727272727,2,0.7138014095815861
3392325,12,0.2222222222222222,2,0.7134445534838076
450502,11,0.2222222222222222,3,0.7134445534838076
26336,12,0.2222222222222222,2,0.7134445534838076
6722075,10,0.2222222222222222,4,0.7134445534838076
109150,11,0.2222222222222222,3,0.7134445534838076
2578670,11,0.21739130434782608,3,0.7131032128685411
9893210,13,0.21739130434782608,1,0.7131032128685411
9791302,11,0.21052631578947367,3,0.7126181498889521
5361877,13,0.21052631578947367,1,0.7126181498889521
3619664,13,0.21052631578947367,1,0.7126181498889521
6504981,11,0.2,3,0.7118743866535819
2864746,12,0.2,2,0.7118743866535819
7355270,13,0.2,1,0.7118743866535819
9814221,11,0.2,3,0.7118743866535819
7690630,11,0.2,3,0.7118743866535819
975478,10,0.2,4,0.7118743866535819
3708764,11,0.2,3,0.7118743866535819
1043935,12,0.19230769230769232,2,0.711330867366196
7855273,12,0.19047619047619047,2,0.7112014580120565
9995110,11,0.19047619047619047,3,0.7112014580120565
7997965,12,0.19047619047619047,2,0.7112014580120565
9241671,12,0.19047619047619047,2,0.7112014580120565
2495015,12,0.1875,2,0.7109911678115799
2696185,9,0.1875,5,0.7109911678115799
1034251,12,0.1875,2,0.7109911678115799
7167474,12,0.18181818181818182,2,0.710589704701579
6392458,13,0.18181818181818182,1,0.710589704701579
2783975,12,0.17857142857142858,2,0.7103602972101499
3326853,12,0.17647058823529413,2,0.7102118570686371
6090052,11,0.17647058823529413,3,0.7102118570686371
6053254,12,0.17647058823529413,2,0.7102118570686371
2172275,12,0.17647058823529413,2,0.7102118570686371
2582333,11,0.1724137931034483,3,0.70992521403675
7742908,12,0.1724137931034483,2,0.70992521403675
802034,12,0.16666666666666666,2,0.7095191364082434
4029364,12,0.16666666666666666,2,0.7095191364082434
2746719,13,0.16666666666666666,1,0.7095191364082434
7060335,12,0.16666666666666666,2,0.7095191364082434
408727,10,0.16666666666666666,4,0.7095191364082434
6158188,11,0.16666666666666666,3,0.7095191364082434
87564,11,0.16666666666666666,3,0.7095191364082434
938424,12,0.16666666666666666,2,0.7095191364082434
395579,11,0.16,3,0.7090480863591757
894885,13,0.15789473684210525,1,0.7088993337121015
849065,12,0.15789473684210525,2,0.7088993337121015
9325298,11,0.15384615384615385,3,0.708613270929267
997986,10,0.15384615384615385,4,0.708613270929267
3716856,13,0.15,1,0.708341511285574
7075375,13,0.14285714285714285,1,0.7078368148044301
933562,13,0.14285714285714285,1,0.7078368148044301
5373115,12,0.13043478260869565,2,0.7069590817937448
3677508,10,0.125,4,0.7065750736015701
77461,11,0.125,3,0.7065750736015701
6390455,11,0.125,3,0.7065750736015701
6946127,10,0.125,4,0.7065750736015701
9378111,12,0.125,2,0.7065750736015701
9976809,11,0.12,3,0.7062217860647693
9478221,11,0.12,3,0.7062217860647693
9549781,12,0.11538461538461539,2,0.7058956744923377
6456367,11,0.1111111111111111,3,0.7055937193326789
9476563,12,0.1111111111111111,2,0.7055937193326789
3271722,12,0.1,2,0.704808635917566
5051916,13,0.1,1,0.704808635917566
213411,11,0.08333333333333333,3,0.7036310107948969
5171423,13,0.07407407407407407,1,0.7029767746156361
2135256,10,0.058823529411764705,4,0.7018992091439127
2580160,12,0.05555555555555555,2,0.7016683022571146
881120,12,0.05,2,0.7012757605495583
3933709,11,0.03571428571428571,3,0.7002663675872705
7823193,10,1.0,3,0.6977428851815504
49271,11,0.0,3,0.6977428851815504
6119778,9,0.6666666666666666,4,0.6741903827281648
5703026,11,0.5,2,0.662414131501472
38865,10,0.5,3,0.662414131501472
7404107,12,0.5,1,0.662414131501472
6068502,12,0.4,1,0.6553483807654563
458147,10,0.38461538461538464,3,0.6542613421906847
9377204,11,0.375,2,0.6535819430814522
9810463,11,0.3333333333333333,2,0.6506378802747792
2273799,11,0.3333333333333333,2,0.6506378802747792
111945,9,0.3333333333333333,4,0.6506378802747792
2696339,11,0.3333333333333333,2,0.6506378802747792
9802126,12,0.3333333333333333,1,0.6506378802747792
2630419,10,0.3125,3,0.6491658488714425
7729499,11,0.2857142857142857,2,0.6472732370671526
2680823,10,0.2857142857142857,3,0.6472732370671526
6549128,11,0.2857142857142857,2,0.6472732370671526
3799816,10,0.2857142857142857,3,0.6472732370671526
248924,10,0.2777777777777778,3,0.6467124631992149
9203389,12,0.25,1,0.6447497546614327
6178731,12,0.25,1,0.6447497546614327
6617182,12,0.25,1,0.6447497546614327
7090455,11,0.25,2,0.6447497546614327
9927034,11,0.25,2,0.6447497546614327
9572171,11,0.25,2,0.6447497546614327
7160984,11,0.25,2,0.6447497546614327
9327320,10,0.25,3,0.6447497546614327
7739214,10,0.25,3,0.6447497546614327
2097028,10,0.25,3,0.6447497546614327
2669161,11,0.22727272727272727,2,0.6431439022214291
3699617,11,0.22727272727272727,2,0.6431439022214291
909130,11,0.2222222222222222,2,0.6427870461236505
5208572,11,0.2222222222222222,2,0.6427870461236505
6828841,10,0.21052631578947367,3,0.6419606425287949
7995067,11,0.21052631578947367,2,0.6419606425287949
5548926,10,0.21052631578947367,3,0.6419606425287949
9734430,11,0.20833333333333334,2,0.6418056918547594
6193641,10,0.2,3,0.6412168792934247
3001946,10,0.2,3,0.6412168792934247
3925935,9,0.2,4,0.6412168792934247
2771373,12,0.2,1,0.6412168792934247
5237904,10,0.2,3,0.6412168792934247
4027043,10,0.2,3,0.6412168792934247
6833896,11,0.2,2,0.6412168792934247
3752763,10,0.19047619047619047,3,0.6405439506518995
2549808,11,0.19047619047619047,2,0.6405439506518995
9705767,11,0.19047619047619047,2,0.6405439506518995
3197727,10,0.19047619047619047,3,0.6405439506518995
5067111,12,0.19047619047619047,1,0.6405439506518995
815691,12,0.1875,1,0.6403336604514229
7811799,11,0.1875,2,0.6403336604514229
943452,10,0.18181818181818182,3,0.639932197341422
3923371,10,0.18181818181818182,3,0.639932197341422
9906096,10,0.18181818181818182,3,0.639932197341422
9362614,11,0.17647058823529413,2,0.6395543497084799
5039223,11,0.17391304347826086,2,0.639373639970986
2975181,11,0.17391304347826086,2,0.639373639970986
7025661,11,0.17391304347826086,2,0.639373639970986
2587246,11,0.17391304347826086,2,0.639373639970986
9995587,12,0.1724137931034483,1,0.6392677066765928
7746881,12,0.16666666666666666,1,0.6388616290480862
6607187,10,0.16666666666666666,3,0.6388616290480862
7973403,10,0.16666666666666666,3,0.6388616290480862
5685478,11,0.16666666666666666,2,0.6388616290480862
5274664,11,0.16666666666666666,2,0.6388616290480862
3585689,11,0.16666666666666666,2,0.6388616290480862
965278,10,0.16666666666666666,3,0.6388616290480862
6082122,11,0.16,2,0.6383905789990185
4156323,11,0.15789473684210525,2,0.6382418263519445
705594,10,0.15789473684210525,3,0.6382418263519445
6144365,12,0.15384615384615385,1,0.6379557635691098
3455572,11,0.14285714285714285,2,0.6371793074442729
9396977,11,0.14285714285714285,2,0.6371793074442729
223565,12,0.14285714285714285,1,0.6371793074442729
7520522,11,0.14285714285714285,2,0.6371793074442729
7921594,12,0.14285714285714285,1,0.6371793074442729
2675277,11,0.14285714285714285,2,0.6371793074442729
7305346,11,0.14285714285714285,2,0.6371793074442729
817066,11,0.13636363636363635,2,0.6367204924614149
658391,12,0.13333333333333333,1,0.6365063788027476
5990114,10,0.13333333333333333,3,0.6365063788027476
515485,10,0.13333333333333333,3,0.6365063788027476
816507,11,0.125,2,0.6359175662414132
7332076,12,0.125,1,0.6359175662414132
6415709,11,0.125,2,0.6359175662414132
2113260,10,0.125,3,0.6359175662414132
9731237,12,0.125,1,0.6359175662414132
6222838,10,0.125,3,0.6359175662414132
29742,12,0.12,1,0.6355642787046123
9714057,10,0.12,3,0.6355642787046123
6433855,10,0.11764705882352941,3,0.6353980257461178
2768712,10,0.11764705882352941,3,0.6353980257461178
3422542,10,0.1111111111111111,3,0.6349362119725219
6411770,10,0.1111111111111111,3,0.6349362119725219
673919,11,0.1111111111111111,2,0.6349362119725219
6100988,11,0.1111111111111111,2,0.6349362119725219
5741467,11,0.10714285714285714,2,0.6346558250385532
5049709,12,0.10714285714285714,1,0.6346558250385532
5711940,12,0.09523809523809523,1,0.6338146642366465
3538125,12,0.09523809523809523,1,0.6338146642366465
2552205,12,0.09523809523809523,1,0.6338146642366465
7890516,10,0.09375,3,0.6337095191364082
7220073,10,0.09090909090909091,3,0.6335087875814078
9083677,11,0.09090909090909091,2,0.6335087875814078
2560712,11,0.09090909090909091,2,0.6335087875814078
713635,12,0.08695652173913043,1,0.6332295088961897
2940558,11,0.08333333333333333,2,0.6329735034347399
5988969,11,0.08333333333333333,2,0.6329735034347399
9513639,11,0.07692307692307693,2,0.6325205706952517
3878430,11,0.07692307692307693,2,0.6325205706952517
4000986,10,0.07407407407407407,3,0.6323192672554792
9148744,10,0.06666666666666667,3,0.6317958783120705
9880097,11,0.047619047619047616,2,0.63045002102902
6924778,10,0.0,3,0.6270853778213934
112674,11,1.0,1,0.6270853778213934
7226446,11,0.0,2,0.6270853778213934
6199275,9,0.0,4,0.6270853778213934
9296808,10,0.0,3,0.6270853778213934
9821171,12,0.0,1,0.6270853778213934
3015734,12,0.0,1,0.6270853778213934
6165443,9,1.0,3,0.6270853778213934
5241170,11,0.0,2,0.6270853778213934
665045,9,0.6666666666666666,3,0.6035328753680078
7331649,10,0.6666666666666666,2,0.6035328753680078
3919749,9,0.5,3,0.591756624141315
5044162,9,0.5,3,0.591756624141315
6882439,9,0.5,3,0.591756624141315
6281184,8,0.5,4,0.591756624141315
6536387,9,0.5,3,0.591756624141315
2846810,10,0.4444444444444444,2,0.5878312070657508
9967893,10,0.42857142857142855,2,0.5867096593298751
7247214,11,0.35714285714285715,1,0.5816626945184353
9999728,8,0.35714285714285715,4,0.5816626945184353
3647595,10,0.3333333333333333,2,0.5799803729146222
3384551,9,0.3333333333333333,3,0.5799803729146222
7595085,9,0.3333333333333333,3,0.5799803729146222
823643,9,0.3333333333333333,3,0.5799803729146222
5315557,11,0.3333333333333333,1,0.5799803729146222
2842858,10,0.2857142857142857,2,0.5766157297069956
7148828,9,0.2857142857142857,3,0.5766157297069956
9031731,11,0.2857142857142857,1,0.5766157297069956
3902358,8,0.2727272727272727,4,0.5756980997412793
9641319,9,0.26666666666666666,3,0.5752698724239451
11495,8,0.26666666666666666,4,0.5752698724239451
3146790,10,0.26666666666666666,2,0.5752698724239451
2154803,11,0.26666666666666666,1,0.5752698724239451
3662322,8,0.25,4,0.5740922473012757
9573992,10,0.25,2,0.5740922473012757
3016773,8,0.25,4,0.5740922473012757
7862180,10,0.25,2,0.5740922473012757
3696502,10,0.25,2,0.5740922473012757
6311466,10,0.25,2,0.5740922473012757
9454616,9,0.25,3,0.5740922473012757
3794954,9,0.25,3,0.5740922473012757
5161266,11,0.25,1,0.5740922473012757
3189236,10,0.25,2,0.5740922473012757
5360331,10,0.23809523809523808,2,0.573251086499369
9735984,10,0.23529411764705882,2,0.573053166310685
2630435,10,0.23529411764705882,2,0.573053166310685
2251388,9,0.23076923076923078,3,0.5727334490828111
101176,9,0.23076923076923078,3,0.5727334490828111
2893851,10,0.22727272727272727,2,0.5724863948612722
3413098,9,0.2222222222222222,3,0.5721295387634935
7922388,9,0.2222222222222222,3,0.5721295387634935
3476588,11,0.2222222222222222,1,0.5721295387634935
3929353,9,0.2222222222222222,3,0.5721295387634935
3777901,10,0.21428571428571427,2,0.5715687648955556
5720613,11,0.21428571428571427,1,0.5715687648955556
5123372,10,0.21428571428571427,2,0.5715687648955556
652032,10,0.21052631578947367,2,0.571303135168638
9148817,9,0.21052631578947367,3,0.571303135168638
846252,10,0.2,2,0.5705593719332678
38911,10,0.2,2,0.5705593719332678
9836845,11,0.2,1,0.5705593719332678
7150105,9,0.2,3,0.5705593719332678
2640384,10,0.2,2,0.5705593719332678
5174988,10,0.2,2,0.5705593719332678
830542,10,0.2,2,0.5705593719332678
7386710,10,0.2,2,0.5705593719332678
2584417,10,0.1875,2,0.569676153091266
9980229,10,0.1875,2,0.569676153091266
3716716,10,0.18181818181818182,2,0.5692746899812651
9828583,9,0.18181818181818182,3,0.5692746899812651
9701923,7,0.17647058823529413,5,0.5688968423483229
670251,9,0.17647058823529413,3,0.5688968423483229
3876187,10,0.17647058823529413,2,0.5688968423483229
3603164,11,0.17391304347826086,1,0.568716132610829
5126649,11,0.16666666666666666,1,0.5682041216879292
224243,9,0.16666666666666666,3,0.5682041216879292
3443965,8,0.16666666666666666,4,0.5682041216879292
6960707,9,0.16666666666666666,3,0.5682041216879292
3006751,9,0.16666666666666666,3,0.5682041216879292
2346230,9,0.16,3,0.5677330716388616
6466907,9,0.16,3,0.5677330716388616
2947927,10,0.15789473684210525,2,0.5675843189917875
3082288,9,0.15789473684210525,3,0.5675843189917875
7559194,9,0.15384615384615385,3,0.5672982562089528
9444440,9,0.15384615384615385,3,0.5672982562089528
9959424,9,0.15384615384615385,3,0.5672982562089528
4052374,9,0.15,3,0.56702649656526
9053409,10,0.15,2,0.56702649656526
6942806,11,0.14814814814814814,1,0.566895649329408
1083449,8,0.14285714285714285,4,0.5665218000841159
5306035,11,0.14285714285714285,1,0.5665218000841159
5126711,10,0.14285714285714285,2,0.5665218000841159
3934381,10,0.14285714285714285,2,0.5665218000841159
5278120,11,0.14285714285714285,1,0.5665218000841159
9564438,11,0.14285714285714285,1,0.5665218000841159
6745822,10,0.14285714285714285,2,0.5665218000841159
5263867,10,0.14285714285714285,2,0.5665218000841159
5105919,10,0.14285714285714285,2,0.5665218000841159
223301,10,0.14285714285714285,2,0.5665218000841159
2362872,9,0.13793103448275862,3,0.566173733545396
6105386,10,0.13636363636363635,2,0.566062985101258
863629,10,0.13333333333333333,2,0.5658488714425907
692085,9,0.13043478260869565,3,0.5656440670734308
7545517,9,0.125,3,0.565260058881256
7236824,10,0.125,2,0.565260058881256
9724087,8,0.125,4,0.565260058881256
838047,8,0.125,4,0.565260058881256
9951318,9,0.125,3,0.565260058881256
9970762,10,0.12121212121212122,2,0.5649924168079221
658316,10,0.1111111111111111,2,0.564278704612365
3221822,10,0.1111111111111111,2,0.564278704612365
3765245,9,0.10526315789473684,3,0.5638655028149371
988855,10,0.10526315789473684,2,0.5638655028149371
9335978,9,0.10526315789473684,3,0.5638655028149371
3768902,9,0.1,3,0.5634936211972521
5190304,10,0.09090909090909091,2,0.5628512802212509
9994610,9,0.09090909090909091,3,0.5628512802212509
2997983,10,0.08333333333333333,2,0.5623159960745829
9077324,11,0.07142857142857142,1,0.5614748352726762
9885722,10,0.05555555555555555,2,0.5603532875368007
982601,10,0.0,2,0.5564278704612364
3233383,9,1.0,2,0.5564278704612364
7747411,9,0.0,3,0.5564278704612364
9292144,8,0.5,3,0.5210991167811578
9330194,10,0.5,1,0.5210991167811578
7560303,10,0.5,1,0.5210991167811578
5597838,9,0.5,2,0.5210991167811578
9102310,8,0.5,3,0.5210991167811578
4099648,9,0.42857142857142855,2,0.5160521519697181
7321112,10,0.42857142857142855,1,0.5160521519697181
3961478,10,0.42857142857142855,1,0.5160521519697181
796999,10,0.42857142857142855,1,0.5160521519697181
3574792,10,0.4,1,0.5140333660451422
755893,8,0.4,3,0.5140333660451422
3423824,8,0.4,3,0.5140333660451422
3820793,10,0.35714285714285715,1,0.5110051871582784
